298,23,3,4,0,0,0,0,0,0,0,0
520,143,4,1,0,0,0,0,0,0,0,1
156,30,3,1,0,0,0,0,0,0,0,0
139,28,3,1,0,0,0,0,0,0,0,1
83,19,2,1,0,0,0,0,0,0,0,1
76,15,3,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,0
117,23,2,1,1,0,0,0,0,0,0,0
115,23,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
